size,date
2.54,2014-03
3.38,2014-03
3.65,2014-03
3.49,2014-03
6.66,2014-03
2.84,2014-03
4.51,2014-03
4.27,2014-03
5.34,2014-03
4.54,2014-03
2.25,2014-03
3.45,2014-03
5.5,2014-03
3.73,2014-03
3.27,2014-03
4.33,2014-03
3.24,2014-03
4.58,2014-03
4.84,2014-03
3.36,2014-03
5.06,2014-03
4.42,2014-03
2.68,2014-03
4.4,2014-03
2.82,2014-03
3.31,2014-03
3.34,2014-03
5.59,2014-03
4.03,2014-03
1.99,2014-03
3.76,2014-03
4.86,2014-03
4.56,2014-03
4.16,2014-03
5.26,2014-03
2.98,2014-03
3.76,2014-03
4.64,2014-03
4.28,2014-03
4.42,2014-03
5.5,2014-03
1.69,2014-03
5.44,2014-03
2.21,2014-03
2.65,2014-03
2.96,2014-03
4.1,2014-03
4,2014-03
4.3,2014-03
5.19,2014-03
4.44,2014-03
5.39,2014-03
3.39,2014-03
2.75,2014-03
4,2014-03
4.13,2014-03
2.14,2014-03
3.17,2014-03
5.26,2014-03
6.83,2014-03
8.39,2014-03
9.11,2014-03
7.93,2014-03
9.6,2014-03
9.55,2014-03
6.81,2014-03
10.95,2014-03
11.57,2014-03
7.26,2014-03
11.1,2014-03
8.71,2014-03
10.19,2014-03
9.48,2014-03
7.23,2014-03
8.67,2014-03
8.15,2014-03
10.57,2014-03
8.78,2014-03
6.93,2014-03
7.19,2014-03
7.42,2014-03
9.12,2014-03
8.26,2014-03
9.5,2014-03
8.59,2014-03
7.72,2014-03
10.46,2014-03
10.9,2014-03
10.56,2014-03
9.05,2014-03
11.4,2014-03
5.95,2014-03
12.1,2014-03
9.62,2014-03
9.49,2014-03
12.75,2014-03
9.78,2014-03
5.87,2014-03
9.29,2014-03
7.85,2014-03
10.64,2014-03
9.32,2014-03
8.09,2014-03
10.5,2014-03
8.29,2014-03
10.22,2014-03
9.59,2014-03
8.16,2014-03
8.42,2014-03
11.07,2014-03
11.16,2014-03
7.6,2014-03
11.2,2014-03
10.7,2014-03
11.71,2014-03
9.93,2014-03
7.86,2014-03
9.03,2014-03
9.22,2014-03
10.81,2014-03
9.16,2014-03
10.64,2014-03
9.91,2014-03
8.46,2014-03
7.63,2014-03
9.89,2014-03
7.08,2014-03
11.17,2014-03
8.91,2014-03
8.34,2014-03
10.61,2014-03
9.57,2014-03
8.66,2014-03
8,2014-03
8.57,2014-03
11.31,2014-03
10.91,2014-03
10.26,2014-03
9.41,2014-03
6.36,2014-03
8.84,2014-03
10.69,2014-03
10.12,2014-03
9.86,2014-03
12.42,2014-03
10.86,2014-03
7.96,2014-03
12.23,2014-03
9.08,2014-03
7.46,2014-03
9.91,2014-03
11.62,2014-03
7.47,2014-03
11.61,2014-03
9.61,2014-03
8.65,2014-03
8.42,2014-03
12.25,2014-03
11.14,2014-03
9.85,2014-03
11.85,2014-03
11.91,2014-03
8.65,2014-03
10.83,2014-03
10.96,2014-03
10.04,2014-03
8.12,2014-03
8.6,2014-03
10.53,2014-03
7.18,2014-03
8.91,2014-03
11.54,2014-03
10.5,2014-03
9.26,2014-03
9.87,2014-03
8.76,2014-03
9.6,2014-03
9.92,2014-03
9.26,2014-03
10.87,2014-03
9.47,2014-03
9.91,2014-03
8.1,2014-03
10.85,2014-03
8.21,2014-03
8.71,2014-03
14.16,2014-03
16.05,2014-03
20.99,2014-03
20.53,2014-03
20.95,2014-03
19.55,2014-03
16.79,2014-03
15.63,2014-03
17.05,2014-03
18.52,2014-03
14.3,2014-03
15.87,2014-03
19.27,2014-03
17.5,2014-03
17.85,2014-03
20.15,2014-03
18.23,2014-03
15.65,2014-03
17.05,2014-03
12.55,2014-03
22.24,2014-03
20.6,2014-03
15.92,2014-03
14.93,2014-03
15.74,2014-03
17.29,2014-03
21.14,2014-03
16.67,2014-03
18.83,2014-03
19.63,2014-03
17.45,2014-03
23.7,2014-03
21.8,2014-03
17.04,2014-03
15.42,2014-03
20.62,2014-03
18.86,2014-03
19.65,2014-03
17.22,2014-03
14.99,2014-03
19.09,2014-03
16.55,2014-03
18.89,2014-03
20.6,2014-03
16.49,2014-03
19.31,2014-03
14.86,2014-03
21.4,2014-03
18.52,2014-03
16.59,2014-03
16.98,2014-03
19.49,2014-03
13.55,2014-03
14.34,2014-03
18.94,2014-03
21.1,2014-03
17.99,2014-03
22.91,2014-03
12.76,2014-03
18.66,2014-03
21.87,2014-03
15.65,2014-03
14.78,2014-03
19.95,2014-03
17.88,2014-03
16.27,2014-03
18.76,2014-03
17.2,2014-03
19.68,2014-03
20.8,2014-03
26.71,2014-03
32.01,2014-03
23.28,2014-03
22.5,2014-03
26.27,2014-03
27.13,2014-03
23.25,2014-03
27.38,2014-03
29.17,2014-03
30.03,2014-03
28.09,2014-03
29.41,2014-03
27.09,2014-03
30.97,2014-03
25.22,2014-03
29.53,2014-03
30.23,2014-03
26.53,2014-03
24.48,2014-03
28.69,2014-03
27.2,2014-03
27.5,2014-03
27.84,2014-03
25.34,2014-03
33.07,2014-03
25.53,2014-03
31.75,2014-03
26.4,2014-03
29.41,2014-03
30.85,2014-03
25.19,2014-03
27.68,2014-03
27.16,2014-03
26.09,2014-03
23.06,2014-03
25.71,2014-03
32.22,2014-03
30.2,2014-03
28.56,2014-03
36.4,2014-03
33.88,2014-03
35.04,2014-03
34.24,2014-03
33.25,2014-03
38.48,2014-03
37.8,2014-03
36.82,2014-03
34.87,2014-03
30.54,2014-03
34.1,2014-03
39.14,2014-03
33.83,2014-03
36.31,2014-03
31.57,2014-03
34.74,2014-03
32.03,2014-03
32.57,2014-03
31.56,2014-03
31.66,2014-03
4.61,2014-09
4.21,2014-09
5.98,2014-09
6.61,2014-09
5.88,2014-09
4.06,2014-09
8.03,2014-09
3.89,2014-09
7.38,2014-09
7.92,2014-09
7.51,2014-09
5.8,2014-09
6.44,2014-09
6.76,2014-09
3.78,2014-09
6.22,2014-09
6.2,2014-09
6.58,2014-09
6.16,2014-09
5.27,2014-09
4.94,2014-09
6.42,2014-09
5.13,2014-09
6.26,2014-09
6.11,2014-09
4.56,2014-09
6.53,2014-09
3.83,2014-09
6.43,2014-09
6.58,2014-09
6.41,2014-09
4.89,2014-09
5.95,2014-09
6.49,2014-09
5.77,2014-09
7.76,2014-09
5.51,2014-09
7.96,2014-09
6.11,2014-09
6.25,2014-09
8.28,2014-09
7.94,2014-09
5.88,2014-09
6.75,2014-09
7,2014-09
4.39,2014-09
3.69,2014-09
4.81,2014-09
5.35,2014-09
5.68,2014-09
9.33,2014-09
5.66,2014-09
6.08,2014-09
8,2014-09
4.84,2014-09
5.45,2014-09
5.5,2014-09
7.39,2014-09
9.28,2014-09
4.63,2014-09
6.53,2014-09
5.97,2014-09
6.11,2014-09
7.38,2014-09
5.32,2014-09
8.06,2014-09
4.82,2014-09
4.15,2014-09
8.39,2014-09
6.65,2014-09
7.46,2014-09
5.82,2014-09
5.9,2014-09
7.41,2014-09
6.83,2014-09
5.61,2014-09
7.5,2014-09
5.52,2014-09
7.3,2014-09
7.3,2014-09
6.73,2014-09
6.31,2014-09
5.52,2014-09
4.5,2014-09
5.14,2014-09
8.47,2014-09
6.9,2014-09
6.16,2014-09
7.39,2014-09
4.61,2014-09
4.85,2014-09
5.1,2014-09
5.91,2014-09
11.52,2014-09
9.04,2014-09
7.07,2014-09
8.38,2014-09
6.64,2014-09
6.38,2014-09
6.21,2014-09
7.99,2014-09
6.8,2014-09
7.61,2014-09
3.98,2014-09
7.29,2014-09
6.72,2014-09
5.51,2014-09
2.97,2014-09
5.31,2014-09
5.94,2014-09
3.44,2014-09
6.52,2014-09
5.71,2014-09
5.76,2014-09
6.37,2014-09
7.28,2014-09
6.56,2014-09
7.68,2014-09
7.38,2014-09
3.65,2014-09
3.27,2014-09
3.74,2014-09
6.27,2014-09
5.36,2014-09
5.78,2014-09
3.75,2014-09
7.33,2014-09
4.82,2014-09
6.24,2014-09
5.95,2014-09
6.1,2014-09
5.63,2014-09
12.36,2014-09
10.99,2014-09
12.32,2014-09
9.56,2014-09
14.37,2014-09
12.18,2014-09
14.12,2014-09
12.22,2014-09
13.88,2014-09
14.15,2014-09
11.88,2014-09
13.53,2014-09
13.72,2014-09
14.14,2014-09
13.68,2014-09
12.05,2014-09
14.93,2014-09
15.05,2014-09
12.59,2014-09
15.08,2014-09
12.77,2014-09
12.16,2014-09
13.57,2014-09
11.25,2014-09
16.53,2014-09
14.23,2014-09
12.77,2014-09
13.32,2014-09
13.61,2014-09
11.11,2014-09
14.84,2014-09
11.36,2014-09
15.34,2014-09
12.39,2014-09
12.36,2014-09
13.5,2014-09
15.14,2014-09
10.83,2014-09
15.7,2014-09
15.01,2014-09
12.37,2014-09
12.53,2014-09
13.35,2014-09
12.37,2014-09
14.16,2014-09
14.18,2014-09
12.82,2014-09
13.88,2014-09
13.29,2014-09
9.92,2014-09
14.66,2014-09
13.41,2014-09
12.06,2014-09
8.62,2014-09
12.83,2014-09
10.29,2014-09
15.59,2014-09
12.09,2014-09
13.72,2014-09
13.62,2014-09
9.62,2014-09
15.18,2014-09
14.82,2014-09
14,2014-09
12.37,2014-09
14.73,2014-09
12.9,2014-09
15.21,2014-09
13.93,2014-09
15.1,2014-09
9.24,2014-09
12.14,2014-09
9.9,2014-09
22.13,2014-09
22.97,2014-09
23.75,2014-09
27.62,2014-09
21.31,2014-09
21.47,2014-09
24.06,2014-09
23.33,2014-09
19.68,2014-09
24.28,2014-09
21.43,2014-09
25.49,2014-09
22.59,2014-09
23.27,2014-09
19.78,2014-09
22.95,2014-09
24.39,2014-09
23.8,2014-09
24.04,2014-09
21.67,2014-09
22.72,2014-09
24.46,2014-09
23.37,2014-09
22.78,2014-09
26.41,2014-09
21.52,2014-09
17.93,2014-09
24.4,2014-09
22.51,2014-09
20.04,2014-09
23.39,2014-09
25.68,2014-09
22.47,2014-09
21.71,2014-09
21.93,2014-09
18.74,2014-09
21,2014-09
23.2,2014-09
21.94,2014-09
24.19,2014-09
30.74,2014-09
28.81,2014-09
28.31,2014-09
26.52,2014-09
32.64,2014-09
29.83,2014-09
32.11,2014-09
34.52,2014-09
31.86,2014-09
29.17,2014-09
34.88,2014-09
26.13,2014-09
29.16,2014-09
31.96,2014-09
31.12,2014-09
29.29,2014-09
29.33,2014-09
28.92,2014-09
34.25,2014-09
34.56,2014-09
30.9,2014-09
31.35,2014-09
35.24,2014-09
32.35,2014-09
37.93,2014-09
38.32,2014-09
35.42,2014-09
37.32,2014-09
38.78,2014-09
36.99,2014-09
38.39,2014-09
34.79,2014-09
37.69,2014-09
31.8,2014-09
